district,year,week,cases
"None 2021 None Up to Week 44 None Name: 0, dtype: object",2021,44,2020
"None 44 43 44 2020 2021 Name: 4, dtype: object",2021,44,43
"Colombo 18 276 295 Name: 7, dtype: object",2021,44,18
"Gampaha 11 211 188 Name: 9, dtype: object",2021,44,10
"Kalutara 6 83 99 Name: 11, dtype: object",2021,44,7
"Kandy 48 24 37 Name: 13, dtype: object",2021,44,30
"Matale 3 4 6 Name: 15, dtype: object",2021,44,2
"Nuwara Eliya 1 4 2 Name: 17, dtype: object",2021,44,1
"Galle Nil 19 20 Name: 19, dtype: object",2021,44,4
"Hambantota Nil 11 7 Name: 21, dtype: object",2021,44,1
"Matara 5 13 7 Name: 23, dtype: object",2021,44,5
"Jaffna 3 1 6 Name: 25, dtype: object",2021,44,3
"Kilinochchi 2 Nil Nil Name: 27, dtype: object",2021,44,1
"Batticaloa 96 6 3 Name: 35, dtype: object",2021,44,110
"Trincomalee 3 6 Nil Name: 39, dtype: object",2021,44,2
"Kalmunai 2 1 3 Name: 41, dtype: object",2021,44,2
"Kurunegala 4 33 53 Name: 43, dtype: object",2021,44,7
"Puttalam 4 6 11 Name: 45, dtype: object",2021,44,2
"Anuradhapura 2 6 6 334 301 Name: 47, dtype: object",2021,44,1
"Polonnaruwa Nil 4 3 Name: 48, dtype: object",2021,44,1
"Badulla 3 25 38 Name: 50, dtype: object",2021,44,6
"Moneragala 3 1 5 Name: 52, dtype: object",2021,44,6
"Rathnapura 11 17 21 Name: 54, dtype: object",2021,44,11
"Kegalle 13 6 16 Name: 56, dtype: object",2021,44,3
District,2021,44,43
Colombo,2021,44,16
Gampaha,2021,44,22
"None 2021 None Up to e-Week 43 None Name: 0, dtype: object",2021,43,2020
"None 43 42 43 2020 2021 Name: 4, dtype: object",2021,43,42
"Colombo 18 319 276 5821 7170 Name: 7, dtype: object",2021,43,27
"Gampaha 10 208 211 2971 3211 Name: 8, dtype: object",2021,43,22
"Kalutara 7 66 83 1673 1532 Name: 10, dtype: object",2021,43,3
"Kandy 30 40 24 3827 941 Name: 12, dtype: object",2021,43,53
"Matale 2 3 4 586 204 Name: 13, dtype: object",2021,43,1
"Nuwara Eliya 1 2 4 109 68 Name: 15, dtype: object",2021,43,1
"Galle 4 14 19 1372 422 Name: 17, dtype: object",2021,43,3
"Hambantota 1 10 11 322 344 Name: 19, dtype: object",2021,43,1
"Matara 5 9 13 533 563 Name: 21, dtype: object",2021,43,6
"Jaffna 3 Nil 1 1858 38 Name: 23, dtype: object",2021,43,9
"Batticaloa 110 9 6 2809 3404 Name: 33, dtype: object",2021,43,57
"Ampara Nil 1 1 309 74 Name: 35, dtype: object",2021,43,1
"Kalmunai 2 3 1 956 244 Name: 39, dtype: object",2021,43,7
"Kurunegala 7 42 33 778 1142 Name: 41, dtype: object",2021,43,5
"Puttalam 2 10 6 516 375 Name: 42, dtype: object",2021,43,6
"Anuradhapura 1 7 6 332 295 Name: 44, dtype: object",2021,43,1
"Moneragala 6 6 1 323 146 Name: 49, dtype: object",2021,43,5
"Rathnapura 11 26 17 1897 656 Name: 51, dtype: object",2021,43,11
"Kegalle 3 13 6 764 499 Name: 53, dtype: object",2021,43,8
"43 Name: 2, dtype: object",2021,43,42
"Colombo Dehiwala 16 Name: 4, dtype: object",2021,43,16
"None Piliyandala 16 Name: 5, dtype: object",2021,43,15
"None Homagama 20 Name: 6, dtype: object",2021,43,45
"None Kaduwela 11 Name: 7, dtype: object",2021,43,9
"None Kolonnawa 8 Name: 8, dtype: object",2021,43,7
"None PitaKotte/Nawala 10 Name: 9, dtype: object",2021,43,4
"None Maharagama 24 Name: 10, dtype: object",2021,43,26
"None MC Colombo 74 Name: 11, dtype: object",2021,43,82
"None Moratuwa 8 Name: 12, dtype: object",2021,43,17
"None Nugegoda 9 Name: 13, dtype: object",2021,43,6
"None Boralesgamuwa 9 Name: 14, dtype: object",2021,43,10
"None Kahathuduwa/Wethara 5 Name: 15, dtype: object",2021,43,10
"None Battaramulla 13 Name: 16, dtype: object",2021,43,20
"None Ratmalana 16 Name: 17, dtype: object",2021,43,14
"None Kesbewa 7 Name: 18, dtype: object",2021,43,2
"None Gothatuwa 18 Name: 19, dtype: object",2021,43,21
"G ampaha Attanagalla/Veyangoda 22 Name: 20, dtype: object",2021,43,12
"None Gampaha 19 Name: 21, dtype: object",2021,43,25
"None Ja-Ela 16 Name: 22, dtype: object",2021,43,12
"None Katana 19 Name: 23, dtype: object",2021,43,13
"None Kelaniya 20 Name: 24, dtype: object",2021,43,26
"None Dompe/Kiridiwela 7 Name: 25, dtype: object",2021,43,9
"None 2021 None Up to Week 45 None Name: 0, dtype: object",2021,45,2020
"None 45 44 45 2020 2021 Name: 4, dtype: object",2021,45,44
"Colombo 21 295 306 5860 7771 Name: 7, dtype: object",2021,45,18
"Gampaha 14 188 219 2996 3618 Name: 8, dtype: object",2021,45,11
"Kalutara 6 99 81 1685 1712 Name: 9, dtype: object",2021,45,6
"Kandy 33 37 54 3908 1032 Name: 10, dtype: object",2021,45,48
"Matale 4 6 5 593 215 Name: 11, dtype: object",2021,45,3
"Nuwara Eliya Nil 2 6 110 76 Name: 12, dtype: object",2021,45,1
"Matara 3 7 22 541 592 Name: 15, dtype: object",2021,45,5
"Jaffna 4 6 2 1865 46 Name: 16, dtype: object",2021,45,3
"Kilinochchi Nil Nil Nil 74 14 Name: 17, dtype: object",2021,45,2
"Batticaloa 77 3 4 2982 3411 Name: 21, dtype: object",2021,45,96
"Ampara 2 Nil Nil 312 74 Name: 22, dtype: object",2021,45,1
"Trincomalee 1 Nil 19 2262 167 Name: 23, dtype: object",2021,45,3
"Kalmunai 6 3 4 964 251 Name: 24, dtype: object",2021,45,2
"Kurunegala 2 53 58 784 1253 Name: 25, dtype: object",2021,45,4
"Puttalam 3 11 11 523 397 Name: 26, dtype: object",2021,45,4
"Anuradhapura 2 6 11 336 312 Name: 27, dtype: object",2021,45,2
"Badulla 6 38 49 443 426 Name: 29, dtype: object",2021,45,3
"Moneragala 2 5 1 328 152 Name: 30, dtype: object",2021,45,3
"Rathnapura 5 21 13 1913 690 Name: 31, dtype: object",2021,45,11
"Kegalle 9 16 22 786 537 Name: 32, dtype: object",2021,45,13
District,2021,45,44
Colombo,2021,45,16
Gampaha,2021,45,13
"None 2021 None Up to Week 45 None Name: 0, dtype: object",2021,46,2020
"None 46 45 46 2020 2021 Name: 4, dtype: object",2021,46,45
"Colombo 23 306 336 5883 8251 Name: 7, dtype: object",2021,46,21
"Gampaha 18 219 338 3014 4086 Name: 8, dtype: object",2021,46,14
"Kalutara 13 81 79 1698 1835 Name: 9, dtype: object",2021,46,6
"Kandy 31 54 3939 1109 Name: 10, dtype: object",2021,46,33
"Matale 2 5 595 232 Name: 12, dtype: object",2021,46,4
"Galle Nil 31 1379 507 Name: 16, dtype: object",2021,46,7
"Hambantota 1 9 8 325 377 Name: 18, dtype: object",2021,46,2
"Matara 6 22 21 547 621 Name: 19, dtype: object",2021,46,3
"Jaffna 4 2 1 1869 48 Name: 20, dtype: object",2021,46,4
"Batticaloa 78 4 10 3060 3425 Name: 25, dtype: object",2021,46,77
"Ampara Nil Nil 4 312 78 Name: 26, dtype: object",2021,46,2
"Trincomalee 4 19 9 2266 181 Name: 27, dtype: object",2021,46,1
"Kalmunai 1 4 5 965 256 Name: 28, dtype: object",2021,46,6
"Kurunegala 1 58 73 785 1338 Name: 29, dtype: object",2021,46,2
"Puttalam 3 11 23 526 423 Name: 30, dtype: object",2021,46,3
"Anuradhapura 1 11 2 337 317 Name: 31, dtype: object",2021,46,2
"Polonnaruwa Nil 2 8 173 92 Name: 32, dtype: object",2021,46,1
"Badulla 7 49 50 450 493 Name: 33, dtype: object",2021,46,6
"Moneragala 1 1 5 329 157 Name: 34, dtype: object",2021,46,2
"Rathnapura 9 13 1922 727 Name: 35, dtype: object",2021,46,5
"Kegalle 7 22 793 562 Name: 38, dtype: object",2021,46,9
District,2021,46,45
Colombo,2021,46,13
Gampaha,2021,46,27
"None 2021 None Up to Week 47 None Name: 0, dtype: object",2021,47,2020
"None 47 46 47 2020 2021 Name: 4, dtype: object",2021,47,46
"Colombo 18 336 371 5901 8622 Name: 5, dtype: object",2021,47,23
"Gampaha 19 338 299 3033 4385 Name: 6, dtype: object",2021,47,18
"Kalutara 5 79 127 1703 1962 Name: 7, dtype: object",2021,47,13
"Kandy 42 62 50 3981 1159 Name: 8, dtype: object",2021,47,31
"Matale 3 14 10 598 242 Name: 9, dtype: object",2021,47,2
"Hambantota 2 8 13 327 390 Name: 12, dtype: object",2021,47,1
"Matara 1 21 26 548 647 Name: 13, dtype: object",2021,47,6
"Jaffna 4 1 11 1873 59 Name: 14, dtype: object",2021,47,4
"Vavuniya Nil 1 2 284 42 Name: 17, dtype: object",2021,47,1
"Batticaloa 93 10 10 3153 3435 Name: 19, dtype: object",2021,47,78
"Trincomalee 2 9 17 2268 198 Name: 21, dtype: object",2021,47,4
"Kalmunai 3 5 2 968 278 Name: 22, dtype: object",2021,47,1
"Kurunegala 9 73 57 794 1340 Name: 23, dtype: object",2021,47,1
"Puttalam 2 23 32 528 480 Name: 24, dtype: object",2021,47,3
"Anuradhapura 2 2 13 339 349 Name: 25, dtype: object",2021,47,1
"Badulla 8 50 48 458 498 Name: 27, dtype: object",2021,47,7
"Moneragala 6 5 5 335 205 Name: 28, dtype: object",2021,47,1
"Rathnapura 10 26 15 1932 732 Name: 29, dtype: object",2021,47,9
"Kegalle 12 23 22 805 577 Name: 30, dtype: object",2021,47,7
District,2021,47,46
Colombo,2021,47,16
Gampaha,2021,47,20
District,2021,48,47
Colombo,2021,48,30
Gampaha,2021,48,27
"None 2021 None Up to Week 49 None Name: 0, dtype: object",2021,49,2020
"None 49 48 49 None None Name: 5, dtype: object",2021,49,48
"Colombo 16 532 594 5932 9748 Name: 8, dtype: object",2021,49,15
"Gampaha 26 417 398 3069 5200 Name: 9, dtype: object",2021,49,10
"Kalutara 8 191 197 1720 2350 Name: 10, dtype: object",2021,49,9
"Kandy 15 66 65 4023 1290 Name: 11, dtype: object",2021,49,27
"Matale 2 16 10 603 268 Name: 12, dtype: object",2021,49,3
"Nuwara Eliya 1 4 4 112 91 Name: 13, dtype: object",2021,49,1
"Galle 1 19 34 1388 588 Name: 14, dtype: object",2021,49,3
"Hambantota 4 12 18 334 420 Name: 15, dtype: object",2021,49,3
"Matara 2 24 23 556 694 Name: 16, dtype: object",2021,49,6
"Jaffna 2 16 12 1879 87 Name: 17, dtype: object",2021,49,4
"Kilinochchi Nil 2 1 75 17 Name: 18, dtype: object",2021,49,1
"Batticaloa 185 17 19 3527 3471 Name: 22, dtype: object",2021,49,189
"Kalmunai 4 9 7 973 294 Name: 25, dtype: object",2021,49,1
"Kurunegala 11 67 92 808 1499 Name: 26, dtype: object",2021,49,3
"Puttalam 5 40 43 546 563 Name: 27, dtype: object",2021,49,13
"Anuradhapura 3 7 11 344 367 Name: 28, dtype: object",2021,49,2
"Badulla 7 31 79 473 608 Name: 30, dtype: object",2021,49,8
"Moneragala Nil 6 13 337 224 Name: 31, dtype: object",2021,49,2
"Rathnapura 13 31 1950 804 Name: 32, dtype: object",2021,49,5
"Kegalle 11 31 828 643 Name: 35, dtype: object",2021,49,12
"None 2021 None Up to Week 50 None Name: 0, dtype: object",2021,50,2020
"None 50 49 50 None None Name: 5, dtype: object",2021,50,49
"Colombo 40 594 730 5972 10478 Name: 8, dtype: object",2021,50,16
"Gampaha 21 398 558 3090 5758 Name: 9, dtype: object",2021,50,26
"Kalutara 15 197 205 1735 2555 Name: 10, dtype: object",2021,50,8
"Kandy 12 65 78 4035 1368 Name: 11, dtype: object",2021,50,15
"Matale 5 10 11 608 279 Name: 12, dtype: object",2021,50,2
"Nuwara Eliya Nil 4 13 112 104 Name: 13, dtype: object",2021,50,1
"Galle 6 34 42 1394 630 Name: 14, dtype: object",2021,50,1
"Hambantota 5 18 25 339 445 Name: 15, dtype: object",2021,50,4
"Matara 2 23 14 558 708 Name: 16, dtype: object",2021,50,2
"Jaffna 6 12 39 1885 126 Name: 17, dtype: object",2021,50,2
"Mannar Nil 62 95 127 227 Name: 19, dtype: object",2021,50,1
"Batticaloa 257 19 23 3784 3494 Name: 22, dtype: object",2021,50,185
"Kalmunai 3 7 8 976 302 Name: 25, dtype: object",2021,50,4
"Kurunegala 7 92 99 815 1598 Name: 26, dtype: object",2021,50,11
"Puttalam 1 43 82 547 645 Name: 27, dtype: object",2021,50,5
"Anuradhapura 4 11 7 348 374 Name: 28, dtype: object",2021,50,3
"Polonnaruwa 1 9 9 175 125 Name: 29, dtype: object",2021,50,1
"Badulla 9 79 57 482 665 Name: 30, dtype: object",2021,50,7
"Rathnapura 3 41 1953 862 Name: 32, dtype: object",2021,50,13
"Kegalle 8 35 836 691 Name: 35, dtype: object",2021,50,11
"None Week 50 Name: 1, dtype: object",2021,50,49
"Dehiwala 46 Name: 5, dtype: object",2021,50,36
"Piliyandala 26 Name: 6, dtype: object",2021,50,23
"Homagama 38 Name: 7, dtype: object",2021,50,28
"Kaduwela 27 Name: 8, dtype: object",2021,50,12
"Kolonnawa 26 Name: 9, dtype: object",2021,50,18
"PitaKotte/Nawala 20 Name: 10, dtype: object",2021,50,16
"Maharagama 55 Name: 11, dtype: object",2021,50,45
"MC Colombo 250 Name: 12, dtype: object",2021,50,229
"Moratuwa 23 Name: 13, dtype: object",2021,50,29
"Nugegoda 29 Name: 14, dtype: object",2021,50,20
"Padukka 8 Name: 15, dtype: object",2021,50,6
"Boralesgamuwa 11 Name: 16, dtype: object",2021,50,9
"Kahathuduwa 7 Name: 17, dtype: object",2021,50,6
"Hanwella/Avissawella 9 Name: 18, dtype: object",2021,50,4
"Battaramulla 37 Name: 19, dtype: object",2021,50,24
"Ratmalana 33 Name: 20, dtype: object",2021,50,34
"Egoda Uyana 25 Name: 21, dtype: object",2021,50,5
"Gothatuwa 43 Name: 22, dtype: object",2021,50,34
"Attanagalla/Veyangoda 47 Name: 24, dtype: object",2021,50,30
"Biyagama 19 Name: 25, dtype: object",2021,50,20
"Divulapitiya 20 Name: 26, dtype: object",2021,50,5
"Gampaha 42 Name: 27, dtype: object",2021,50,35
"Ja-Ela 54 Name: 28, dtype: object",2021,50,43
"Katana 41 Name: 29, dtype: object",2021,50,40
"Kelaniya 24 Name: 30, dtype: object",2021,50,19
"Dompe/Kiridiwela 13 Name: 31, dtype: object",2021,50,12
"Mahara 21 Name: 32, dtype: object",2021,50,10
"MC Negombo 136 Name: 33, dtype: object",2021,50,65
"Minuwangoda 25 Name: 34, dtype: object",2021,50,24
"None 2021 None Up to Week 51 None Name: 0, dtype: object",2021,51,2020
"None 51 50 51 None None Name: 5, dtype: object",2021,51,50
"Colombo 43 730 714 6015 11192 Name: 8, dtype: object",2021,51,40
"Gampaha 30 558 529 3120 6287 Name: 9, dtype: object",2021,51,21
"Kalutara 8 205 200 1743 2755 Name: 10, dtype: object",2021,51,15
"Kandy 15 78 92 4050 1460 Name: 11, dtype: object",2021,51,12
"Matale 4 11 10 612 289 Name: 12, dtype: object",2021,51,5
"Galle 6 42 62 1400 692 Name: 14, dtype: object",2021,51,6
"Hambantota Nil 25 17 339 462 Name: 15, dtype: object",2021,51,5
"Matara 3 14 40 561 748 Name: 16, dtype: object",2021,51,2
"Jaffna 4 39 33 1889 159 Name: 17, dtype: object",2021,51,6
"Batticaloa 301 23 18 4085 3512 Name: 22, dtype: object",2021,51,257
"Trincomalee Nil 36 19 2273 291 Name: 24, dtype: object",2021,51,5
"Kalmunai Nil 8 19 976 321 Name: 25, dtype: object",2021,51,3
"Kurunegala 3 99 110 818 1708 Name: 26, dtype: object",2021,51,7
"Puttalam 3 82 89 550 734 Name: 27, dtype: object",2021,51,1
"Anuradhapura 2 7 11 350 385 Name: 28, dtype: object",2021,51,4
"Polonnaruwa Nil 9 7 175 132 Name: 29, dtype: object",2021,51,1
"Badulla 9 57 41 491 706 Name: 30, dtype: object",2021,51,9
"Moneragala 1 6 9 342 239 Name: 31, dtype: object",2021,51,4
"Rathnapura 5 58 1958 904 Name: 32, dtype: object",2021,51,3
"Kegalle 18 48 52 854 743 Name: 34, dtype: object",2021,51,8
"None Week 51 Name: 1, dtype: object",2021,51,50
"Dehiwala 27 Name: 5, dtype: object",2021,51,46
"Piliyandala 21 Name: 6, dtype: object",2021,51,26
"Homagama 34 Name: 7, dtype: object",2021,51,38
"Kaduwela 18 Name: 8, dtype: object",2021,51,27
"Kolonnawa 44 Name: 9, dtype: object",2021,51,26
"PitaKotte/Nawala 9 Name: 10, dtype: object",2021,51,20
"Maharagama 46 Name: 11, dtype: object",2021,51,55
"MC Colombo 290 Name: 12, dtype: object",2021,51,251
"Moratuwa 21 Name: 13, dtype: object",2021,51,17
"Nugegoda 16 Name: 14, dtype: object",2021,51,29
"Boralesgamuwa 17 Name: 15, dtype: object",2021,51,11
"Hanwella/Avissawella 9 Name: 16, dtype: object",2021,51,9
"Battaramulla 28 Name: 17, dtype: object",2021,51,37
"Ratmalana 33 Name: 18, dtype: object",2021,51,33
"Egoda Uyana 22 Name: 19, dtype: object",2021,51,29
"Gothatuwa 41 Name: 20, dtype: object",2021,51,43
"Attanagalla/Veyangoda 38 Name: 22, dtype: object",2021,51,47
"Biyagama 23 Name: 23, dtype: object",2021,51,19
"Divulapitiya 10 Name: 24, dtype: object",2021,51,20
"Gampaha 55 Name: 25, dtype: object",2021,51,35
"Ja-Ela 42 Name: 26, dtype: object",2021,51,54
"Katana 46 Name: 27, dtype: object",2021,51,41
"Kelaniya 31 Name: 28, dtype: object",2021,51,24
"Dompe/Kiridiwela 14 Name: 29, dtype: object",2021,51,14
"Mahara 19 Name: 30, dtype: object",2021,51,24
"MC Negombo 112 Name: 31, dtype: object",2021,51,137
"Minuwangoda 21 Name: 32, dtype: object",2021,51,27
"Meerigama 15 Name: 33, dtype: object",2021,51,14
"Ragama 14 Name: 34, dtype: object",2021,51,24
"Wattala 42 Name: 35, dtype: object",2021,51,31
"2021 2021 2022 Name: 2, dtype: object",2021,1,2020
"None 01 52 01 2021 2022 Name: 3, dtype: object",2021,1,52
"Colombo 52 563 563 52 563 Name: 6, dtype: object",2021,1,35
"Gampaha 28 446 457 28 457 Name: 7, dtype: object",2021,1,19
"Kalutara 12 182 180 12 180 Name: 8, dtype: object",2021,1,23
"Kandy 17 78 89 17 89 Name: 9, dtype: object",2021,1,20
"Matale 4 3 20 4 20 Name: 10, dtype: object",2021,1,5
"Galle 7 75 95 7 95 Name: 12, dtype: object",2021,1,5
"Hambantota 4 21 22 4 22 Name: 13, dtype: object",2021,1,2
"Matara 8 22 44 8 44 Name: 14, dtype: object",2021,1,3
"Jaffna 2 64 31 2 31 Name: 15, dtype: object",2021,1,6
"Mannar 1 71 28 1 28 Name: 17, dtype: object",2021,1,2
"Vavuniya 1 5 2 1 2 Name: 18, dtype: object",2021,1,1
"Batticaloa 287 16 26 287 26 Name: 20, dtype: object",2021,1,390
"Trincomalee 2 31 23 2 23 Name: 22, dtype: object",2021,1,4
"Kalmunai 6 7 27 6 27 Name: 23, dtype: object",2021,1,1
"Kurunegala 13 134 115 13 115 Name: 24, dtype: object",2021,1,12
"Puttalam 6 114 104 6 104 Name: 25, dtype: object",2021,1,13
"Anuradhapura 3 21 12 3 12 Name: 26, dtype: object",2021,1,6
"Polonnaruwa Nil 3 7 Nil 7 Name: 27, dtype: object",2021,1,1
"Badulla 11 55 64 11 64 Name: 28, dtype: object",2021,1,6
"Moneragala 1 7 8 1 8 Name: 29, dtype: object",2021,1,6
"Rathnapura 10 50 10 65 Name: 30, dtype: object",2021,1,2
"Kegalle 5 36 5 55 Name: 33, dtype: object",2021,1,1
Dehiwala,2021,1,22
Piliyandala,2021,1,24
Homagama,2021,1,40
Kaduwela,2021,1,16
Kolonnawa,2021,1,21
PitaKotte/ Nawala,2021,1,15
Maharagama,2021,1,38
MC Colombo,2021,1,190
Moratuwa,2021,1,36
Nugegoda,2021,1,14
Padukka,2021,1,4
Boralesgamuwa,2021,1,11
Hanwella/ Avissawella,2021,1,11
Kahathuduwa/ Wethara,2021,1,6
Battaramulla,2021,1,21
Ratmalana,2021,1,29
Egoda Uyana,2021,1,17
Kesbewa,2021,1,6
Attanagalla/ Veyangoda,2021,1,34
Biyagama,2021,1,13
Divulapitiya,2021,1,7
Gampaha,2021,1,28
Ja-Ela,2021,1,35
Katana,2021,1,35
"District None 2022 None None None Name: 2, dtype: object",2021,2,2021
"None 02 01 02 Name: 6, dtype: object",2021,2,1
"Colombo 34 563 528 86 1091 Name: 7, dtype: object",2021,2,52
"Gampaha 20 457 442 48 899 Name: 8, dtype: object",2021,2,28
"Kalutara 24 180 155 36 335 Name: 9, dtype: object",2021,2,12
"Kandy 17 89 97 34 186 Name: 10, dtype: object",2021,2,17
"Matale 3 20 8 7 28 Name: 11, dtype: object",2021,2,4
"Nuwara Eliya 1 8 5 3 13 Name: 12, dtype: object",2021,2,2
"Galle 6 95 110 13 205 Name: 13, dtype: object",2021,2,7
"Hambantota 2 22 34 6 56 Name: 14, dtype: object",2021,2,4
"Matara 6 44 37 14 81 Name: 15, dtype: object",2021,2,8
"Jaffna 3 31 47 5 78 Name: 16, dtype: object",2021,2,2
"Kilinochchi Nil 4 1 2 5 Name: 17, dtype: object",2021,2,2
"Mannar Nil 28 28 1 56 Name: 18, dtype: object",2021,2,1
"Vavuniya 1 2 8 2 10 Name: 19, dtype: object",2021,2,1
"Batticaloa 259 26 32 546 58 Name: 21, dtype: object",2021,2,287
"Trincomalee 3 23 24 5 47 Name: 23, dtype: object",2021,2,2
"Kalmunai 3 27 17 9 44 Name: 24, dtype: object",2021,2,6
"Kurunegala 19 115 157 32 272 Name: 25, dtype: object",2021,2,13
"Puttalam 19 104 138 25 242 Name: 26, dtype: object",2021,2,6
"Anuradhapura 3 12 15 6 27 Name: 27, dtype: object",2021,2,3
"Badulla 7 64 55 18 119 Name: 29, dtype: object",2021,2,11
"Moneragala 3 8 12 4 20 Name: 30, dtype: object",2021,2,1
"Rathnapura 9 65 65 19 130 Name: 31, dtype: object",2021,2,10
"Kegalle 5 55 10 104 Name: 33, dtype: object",2021,2,5
Dehiwala,2021,2,22
Piliyandala,2021,2,17
Homagama,2021,2,28
Kaduwela,2021,2,15
Kolonnawa,2021,2,21
PitaKotte/Nawala,2021,2,17
Maharagama,2021,2,35
MC Colombo,2021,2,177
Moratuwa,2021,2,26
Nugegoda,2021,2,15
Boralesgamuwa,2021,2,14
Hanwella/Avissaw ella,2021,2,10
Kahathuduwa/We thara,2021,2,14
Battaramulla,2021,2,32
Ratmalana,2021,2,33
Egoda Uyana Gothatuwa,2021,2,1735
Attanagalla/Veya ngoda,2021,2,26
Biyagama,2021,2,23
Divulapitiya,2021,2,11
Gampaha,2021,2,39
Ja-Ela,2021,2,32
Katana,2021,2,17
"District None 2022 None None None Name: 2, dtype: object",2021,3,2021
"None 03 02 03 Name: 6, dtype: object",2021,3,2
"Colombo 54 528 411 140 1502 Name: 7, dtype: object",2021,3,34
"Gampaha 41 442 305 89 1204 Name: 8, dtype: object",2021,3,20
"Kalutara 17 155 120 53 455 Name: 9, dtype: object",2021,3,24
"Kandy 19 97 73 53 259 Name: 10, dtype: object",2021,3,17
"Matale 1 8 25 8 53 Name: 11, dtype: object",2021,3,3
"Nuwara Eliya 4 5 4 7 17 Name: 12, dtype: object",2021,3,1
"Galle 4 110 83 17 288 Name: 13, dtype: object",2021,3,6
"Hambantota 3 34 26 9 82 Name: 14, dtype: object",2021,3,2
"Matara 2 37 31 16 112 Name: 15, dtype: object",2021,3,6
"Jaffna 7 47 79 12 157 Name: 16, dtype: object",2021,3,3
"Vavuniya Nil 8 6 2 16 Name: 19, dtype: object",2021,3,1
"Batticaloa 321 32 26 867 84 Name: 21, dtype: object",2021,3,259
"Ampara 3 7 8 4 23 Name: 22, dtype: object",2021,3,1
"Trincomalee 3 24 41 8 88 Name: 23, dtype: object",2021,3,3
"Kalmunai 9 17 42 18 86 Name: 24, dtype: object",2021,3,3
"Kurunegala 6 157 109 38 381 Name: 25, dtype: object",2021,3,19
"Puttalam 8 138 96 33 338 Name: 26, dtype: object",2021,3,19
"Anuradhapura 3 15 9 36 Name: 27, dtype: object",2021,3,3
"Polonnaruwa 1 9 3 2 19 Name: 30, dtype: object",2021,3,1
"Badulla 1 55 25 19 144 Name: 31, dtype: object",2021,3,7
"Moneragala 2 12 14 6 34 Name: 32, dtype: object",2021,3,3
"Rathnapura 7 65 26 192 Name: 33, dtype: object",2021,3,9
"Kegalle 4 49 14 124 Name: 36, dtype: object",2021,3,5
Dehiwala,2021,3,12
Piliyandala,2021,3,13
Homagama,2021,3,21
Kaduwela,2021,3,25
Kolonnawa,2021,3,32
PitaKotte,2021,3,9
Maharagama,2021,3,29
MC Colombo,2021,3,189
Moratuwa,2021,3,24
Nugegoda,2021,3,17
Boralesgamuwa,2021,3,7
Kahathuduwa,2021,3,5
Battaramulla,2021,3,25
Ratmalana,2021,3,31
Egoda Uyana Gothatuwa,2021,3,1932
Attanagalla,2021,3,43
Biyagama,2021,3,18
Divulapitiya,2021,3,13
Gampaha,2021,3,35
Ja-Ela,2021,3,35
Katana,2021,3,28
Kelaniya,2021,3,28
Dompe,2021,3,13
"District None 2022 None None None Name: 2, dtype: object",2022,4,2021
"None 04 03 04 Name: 6, dtype: object",2022,4,3
"Colombo 50 411 277 190 1779 Name: 7, dtype: object",2022,4,54
"Gampaha 26 305 170 115 1374 Name: 8, dtype: object",2022,4,41
"Kalutara 20 120 99 73 554 Name: 9, dtype: object",2022,4,17
"Kandy 18 73 83 71 342 Name: 10, dtype: object",2022,4,19
"Matale 1 25 16 9 69 Name: 11, dtype: object",2022,4,1
"Nuwara Eliya Nil 4 2 7 19 Name: 12, dtype: object",2022,4,4
"Galle 4 83 69 21 357 Name: 13, dtype: object",2022,4,4
"Hambantota 10 26 32 19 114 Name: 14, dtype: object",2022,4,3
"Matara 3 31 17 19 129 Name: 15, dtype: object",2022,4,2
"Jaffna 2 79 85 14 242 Name: 16, dtype: object",2022,4,7
"Mannar 2 25 15 5 96 Name: 18, dtype: object",2022,4,2
"Batticaloa 257 26 15 1124 99 Name: 21, dtype: object",2022,4,321
"Ampara Nil 8 4 4 27 Name: 22, dtype: object",2022,4,3
"Trincomalee 2 41 27 10 115 Name: 23, dtype: object",2022,4,3
"Kalmunai 5 42 30 23 116 Name: 24, dtype: object",2022,4,9
"Kurunegala 12 109 82 50 463 Name: 25, dtype: object",2022,4,6
"Puttalam 12 96 84 45 422 Name: 26, dtype: object",2022,4,8
"Anuradhapura 5 9 14 68 Name: 27, dtype: object",2022,4,3
"Polonnaruwa 2 3 5 4 24 Name: 29, dtype: object",2022,4,1
"Badulla 3 25 42 22 186 Name: 30, dtype: object",2022,4,1
"Moneragala 3 14 13 9 47 Name: 31, dtype: object",2022,4,2
"Rathnapura 10 62 36 236 Name: 32, dtype: object",2022,4,7
"Kegalle 7 20 21 164 Name: 35, dtype: object",2022,4,4
Dehiwala,2022,4,12
Homagama,2022,4,17
Kaduwela,2022,4,8
Kolonnawa,2022,4,17
PitaKotte/Nawala,2022,4,16
Maharagama,2022,4,31
MC Colombo,2022,4,121
Moratuwa,2022,4,40
Nugegoda,2022,4,8
Padukka,2022,4,4
Hanwella,2022,4,3
Battaramulla,2022,4,26
Ratmalana,2022,4,23
Egoda Uyana,2022,4,11
Gothatuwa,2022,4,33
Attanagalla,2022,4,25
Biyagama,2022,4,17
Gampaha,2022,4,25
Ja-Ela,2022,4,16
Katana,2022,4,14
Kelaniya,2022,4,29
Dompe,2022,4,11
"District None 2022 None None None Name: 2, dtype: object",2022,5,2021
